city,station,month,pollutant,station_val,city_avg
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2019-10,PM2.5,113.0,123
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2019-11,PM2.5,165.0,204
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2019-12,PM2.5,173.0,205
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-01,PM2.5,131.0,157
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-02,PM2.5,106.0,121
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-03,PM2.5,57.0,58
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-04,PM2.5,13.0,47
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-05,PM2.5,57.0,55
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-06,PM2.5,57.0,47
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-07,PM2.5,50.0,34
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-08,PM2.5,20.0,25
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-09,PM2.5,35.0,48
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-10,PM2.5,129.0,132
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-11,PM2.5,183.0,213
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2020-12,PM2.5,153.0,194
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-01,PM2.5,150.0,197
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-02,PM2.5,118.0,151
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-03,PM2.5,69.0,94
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-04,PM2.5,73.0,84
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-05,PM2.5,46.0,54
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-06,PM2.5,48.0,52
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-07,PM2.5,37.0,39
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-08,PM2.5,32.0,40
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-09,PM2.5,32.0,32
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-10,PM2.5,93.0,75
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-11,PM2.5,206.0,239
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2021-12,PM2.5,163.0,201
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-01,PM2.5,125.0,153
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-02,PM2.5,103.0,108
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-03,PM2.5,95.0,99
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-04,PM2.5,91.0,109
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-05,PM2.5,71.0,79
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-06,PM2.5,61.0,62
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-07,PM2.5,45.0,36
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-08,PM2.5,43.0,33
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-09,PM2.5,42.0,40
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-10,PM2.5,95.0,107
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-11,PM2.5,128.0,181
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2022-12,PM2.5,116.0,175
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-01,PM2.5,110.0,176
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-02,PM2.5,99.0,114
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-03,PM2.5,69.0,76
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-04,PM2.5,66.0,68
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-05,PM2.5,57.0,66
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-06,PM2.5,51.0,46
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-07,PM2.5,33.0,35
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-08,PM2.5,55.0,39
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-09,PM2.5,59.0,42
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-10,PM2.5,94.0,103
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-11,PM2.5,136.0,240
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-12,PM2.5,124.0,202
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-01,PM2.5,132.0,208
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-02,PM2.5,70.0,103
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-03,PM2.5,58.0,78
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-04,PM2.5,64.0,71
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-05,PM2.5,68.0,92
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-06,PM2.5,66.0,62
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-07,PM2.5,32.0,40
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-08,PM2.5,24.0,28
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-09,PM2.5,32.0,42
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-10,PM2.5,80.0,113
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-11,PM2.5,189.0,245
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2024-12,PM2.5,94.0,171
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-01,PM2.5,89.0,163
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-02,PM2.5,78.0,98
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-03,PM2.5,60.0,70
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-04,PM2.5,74.0,77
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-05,PM2.5,66.0,67
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-06,PM2.5,46.0,48
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-07,PM2.5,26.0,30
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-08,PM2.5,25.0,33
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-09,PM2.5,36.0,36
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-10,PM2.5,115.0,108
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-11,PM2.5,108.0,217
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-12,PM2.5,179.0,214
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-01,PM2.5,138.0,169
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-02,PM2.5,80.0,105
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-03,PM2.5,67.0,76
Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-04,PM2.5,76.0,68
Delhi,"IIT Delhi, Delhi - IITM",2015-01,PM2.5,,196
Delhi,"IIT Delhi, Delhi - IITM",2015-02,PM2.5,,173
Delhi,"IIT Delhi, Delhi - IITM",2015-03,PM2.5,,78
Delhi,"IIT Delhi, Delhi - IITM",2015-04,PM2.5,,94
Delhi,"IIT Delhi, Delhi - IITM",2015-05,PM2.5,,97
Delhi,"IIT Delhi, Delhi - IITM",2015-06,PM2.5,,93
Delhi,"IIT Delhi, Delhi - IITM",2015-07,PM2.5,,66
Delhi,"IIT Delhi, Delhi - IITM",2015-08,PM2.5,,59
Delhi,"IIT Delhi, Delhi - IITM",2015-09,PM2.5,,79
Delhi,"IIT Delhi, Delhi - IITM",2015-10,PM2.5,,125
Delhi,"IIT Delhi, Delhi - IITM",2015-11,PM2.5,,210
Delhi,"IIT Delhi, Delhi - IITM",2015-12,PM2.5,,202
Delhi,"IIT Delhi, Delhi - IITM",2016-01,PM2.5,,240
Delhi,"IIT Delhi, Delhi - IITM",2016-02,PM2.5,,155
Delhi,"IIT Delhi, Delhi - IITM",2016-03,PM2.5,,108
Delhi,"IIT Delhi, Delhi - IITM",2016-04,PM2.5,,116
Delhi,"IIT Delhi, Delhi - IITM",2016-05,PM2.5,,94
Delhi,"IIT Delhi, Delhi - IITM",2016-06,PM2.5,,93
Delhi,"IIT Delhi, Delhi - IITM",2016-07,PM2.5,,64
Delhi,"IIT Delhi, Delhi - IITM",2016-08,PM2.5,,48
Delhi,"IIT Delhi, Delhi - IITM",2016-09,PM2.5,,70
Delhi,"IIT Delhi, Delhi - IITM",2016-10,PM2.5,,147
Delhi,"IIT Delhi, Delhi - IITM",2016-11,PM2.5,,304
Delhi,"IIT Delhi, Delhi - IITM",2016-12,PM2.5,,187
Delhi,"IIT Delhi, Delhi - IITM",2017-01,PM2.5,,175
Delhi,"IIT Delhi, Delhi - IITM",2017-02,PM2.5,,130
Delhi,"IIT Delhi, Delhi - IITM",2017-03,PM2.5,,101
Delhi,"IIT Delhi, Delhi - IITM",2017-04,PM2.5,,98
Delhi,"IIT Delhi, Delhi - IITM",2017-05,PM2.5,,99
Delhi,"IIT Delhi, Delhi - IITM",2017-06,PM2.5,,63
Delhi,"IIT Delhi, Delhi - IITM",2017-07,PM2.5,,40
Delhi,"IIT Delhi, Delhi - IITM",2017-08,PM2.5,,37
Delhi,"IIT Delhi, Delhi - IITM",2017-09,PM2.5,,57
Delhi,"IIT Delhi, Delhi - IITM",2017-10,PM2.5,,121
Delhi,"IIT Delhi, Delhi - IITM",2017-11,PM2.5,,250
Delhi,"IIT Delhi, Delhi - IITM",2017-12,PM2.5,,194
Delhi,"IIT Delhi, Delhi - IITM",2018-01,PM2.5,,191
Delhi,"IIT Delhi, Delhi - IITM",2018-02,PM2.5,,135
Delhi,"IIT Delhi, Delhi - IITM",2018-03,PM2.5,,98
Delhi,"IIT Delhi, Delhi - IITM",2018-04,PM2.5,,91
Delhi,"IIT Delhi, Delhi - IITM",2018-05,PM2.5,,87
Delhi,"IIT Delhi, Delhi - IITM",2018-06,PM2.5,,81
Delhi,"IIT Delhi, Delhi - IITM",2018-07,PM2.5,,42
Delhi,"IIT Delhi, Delhi - IITM",2018-08,PM2.5,,41
Delhi,"IIT Delhi, Delhi - IITM",2018-09,PM2.5,,46
Delhi,"IIT Delhi, Delhi - IITM",2018-10,PM2.5,,135
Delhi,"IIT Delhi, Delhi - IITM",2018-11,PM2.5,,200
Delhi,"IIT Delhi, Delhi - IITM",2018-12,PM2.5,,230
Delhi,"IIT Delhi, Delhi - IITM",2019-01,PM2.5,,204
Delhi,"IIT Delhi, Delhi - IITM",2019-02,PM2.5,,122
Delhi,"IIT Delhi, Delhi - IITM",2019-03,PM2.5,,84
Delhi,"IIT Delhi, Delhi - IITM",2019-04,PM2.5,,82
Delhi,"IIT Delhi, Delhi - IITM",2019-05,PM2.5,,89
Delhi,"IIT Delhi, Delhi - IITM",2019-06,PM2.5,,63
Delhi,"IIT Delhi, Delhi - IITM",2019-07,PM2.5,,47
Delhi,"IIT Delhi, Delhi - IITM",2019-08,PM2.5,,35
Delhi,"IIT Delhi, Delhi - IITM",2019-09,PM2.5,,40
Delhi,"IIT Delhi, Delhi - IITM",2019-10,PM2.5,,123
Delhi,"IIT Delhi, Delhi - IITM",2019-11,PM2.5,,204
Delhi,"IIT Delhi, Delhi - IITM",2019-12,PM2.5,,205
Delhi,"IIT Delhi, Delhi - IITM",2020-01,PM2.5,,157
Delhi,"IIT Delhi, Delhi - IITM",2020-02,PM2.5,,121
Delhi,"IIT Delhi, Delhi - IITM",2020-03,PM2.5,,58
Delhi,"IIT Delhi, Delhi - IITM",2020-04,PM2.5,,47
Delhi,"IIT Delhi, Delhi - IITM",2020-05,PM2.5,,55
Delhi,"IIT Delhi, Delhi - IITM",2020-06,PM2.5,,47
Delhi,"IIT Delhi, Delhi - IITM",2020-07,PM2.5,,34
Delhi,"IIT Delhi, Delhi - IITM",2020-08,PM2.5,,25
Delhi,"IIT Delhi, Delhi - IITM",2020-09,PM2.5,,48
Delhi,"IIT Delhi, Delhi - IITM",2020-10,PM2.5,,132
Delhi,"IIT Delhi, Delhi - IITM",2020-11,PM2.5,,213
Delhi,"IIT Delhi, Delhi - IITM",2020-12,PM2.5,,194
Delhi,"IIT Delhi, Delhi - IITM",2021-01,PM2.5,,197
Delhi,"IIT Delhi, Delhi - IITM",2021-02,PM2.5,,151
Delhi,"IIT Delhi, Delhi - IITM",2021-03,PM2.5,,94
Delhi,"IIT Delhi, Delhi - IITM",2021-04,PM2.5,,84
Delhi,"IIT Delhi, Delhi - IITM",2021-05,PM2.5,,54
Delhi,"IIT Delhi, Delhi - IITM",2021-06,PM2.5,,52
Delhi,"IIT Delhi, Delhi - IITM",2021-07,PM2.5,,39
Delhi,"IIT Delhi, Delhi - IITM",2021-08,PM2.5,,40
Delhi,"IIT Delhi, Delhi - IITM",2021-09,PM2.5,,32
Delhi,"IIT Delhi, Delhi - IITM",2021-10,PM2.5,,75
Delhi,"IIT Delhi, Delhi - IITM",2021-11,PM2.5,,239
Delhi,"IIT Delhi, Delhi - IITM",2021-12,PM2.5,,201
Delhi,"IIT Delhi, Delhi - IITM",2022-01,PM2.5,,153
Delhi,"IIT Delhi, Delhi - IITM",2022-02,PM2.5,,108
Delhi,"IIT Delhi, Delhi - IITM",2022-03,PM2.5,,99
Delhi,"IIT Delhi, Delhi - IITM",2022-04,PM2.5,,109
Delhi,"IIT Delhi, Delhi - IITM",2022-05,PM2.5,,79
Delhi,"IIT Delhi, Delhi - IITM",2022-06,PM2.5,,62
Delhi,"IIT Delhi, Delhi - IITM",2022-07,PM2.5,,36
Delhi,"IIT Delhi, Delhi - IITM",2022-08,PM2.5,,33
Delhi,"IIT Delhi, Delhi - IITM",2022-09,PM2.5,,40
Delhi,"IIT Delhi, Delhi - IITM",2022-10,PM2.5,,107
Delhi,"IIT Delhi, Delhi - IITM",2022-11,PM2.5,,181
Delhi,"IIT Delhi, Delhi - IITM",2022-12,PM2.5,,175
Delhi,"IIT Delhi, Delhi - IITM",2023-01,PM2.5,,176
Delhi,"IIT Delhi, Delhi - IITM",2023-02,PM2.5,,114
Delhi,"IIT Delhi, Delhi - IITM",2023-03,PM2.5,,76
Delhi,"IIT Delhi, Delhi - IITM",2023-04,PM2.5,,68
Delhi,"IIT Delhi, Delhi - IITM",2023-05,PM2.5,,66
Delhi,"IIT Delhi, Delhi - IITM",2023-06,PM2.5,,46
Delhi,"IIT Delhi, Delhi - IITM",2023-07,PM2.5,,35
Delhi,"IIT Delhi, Delhi - IITM",2023-08,PM2.5,,39
Delhi,"IIT Delhi, Delhi - IITM",2023-09,PM2.5,,42
Delhi,"IIT Delhi, Delhi - IITM",2023-10,PM2.5,,103
Delhi,"IIT Delhi, Delhi - IITM",2023-11,PM2.5,,240
Delhi,"IIT Delhi, Delhi - IITM",2023-12,PM2.5,,202
Delhi,"IIT Delhi, Delhi - IITM",2024-01,PM2.5,,208
Delhi,"IIT Delhi, Delhi - IITM",2024-02,PM2.5,,103
Delhi,"IIT Delhi, Delhi - IITM",2024-03,PM2.5,,78
Delhi,"IIT Delhi, Delhi - IITM",2024-04,PM2.5,,71
Delhi,"IIT Delhi, Delhi - IITM",2024-05,PM2.5,,92
Delhi,"IIT Delhi, Delhi - IITM",2024-06,PM2.5,,62
Delhi,"IIT Delhi, Delhi - IITM",2024-07,PM2.5,,40
Delhi,"IIT Delhi, Delhi - IITM",2024-08,PM2.5,,28
Delhi,"IIT Delhi, Delhi - IITM",2024-09,PM2.5,,42
Delhi,"IIT Delhi, Delhi - IITM",2024-10,PM2.5,,113
Delhi,"IIT Delhi, Delhi - IITM",2024-11,PM2.5,,245
Delhi,"IIT Delhi, Delhi - IITM",2024-12,PM2.5,,171
Delhi,"IIT Delhi, Delhi - IITM",2025-01,PM2.5,,163
Delhi,"IIT Delhi, Delhi - IITM",2025-02,PM2.5,,98
Delhi,"IIT Delhi, Delhi - IITM",2025-03,PM2.5,,70
Delhi,"IIT Delhi, Delhi - IITM",2025-04,PM2.5,,77
Delhi,"IIT Delhi, Delhi - IITM",2025-05,PM2.5,,67
Delhi,"IIT Delhi, Delhi - IITM",2025-06,PM2.5,,48
Delhi,"IIT Delhi, Delhi - IITM",2025-07,PM2.5,,30
Delhi,"IIT Delhi, Delhi - IITM",2025-08,PM2.5,,33
Delhi,"IIT Delhi, Delhi - IITM",2025-09,PM2.5,,36
Delhi,"IIT Delhi, Delhi - IITM",2025-10,PM2.5,,108
Delhi,"IIT Delhi, Delhi - IITM",2025-11,PM2.5,,217
Delhi,"IIT Delhi, Delhi - IITM",2025-12,PM2.5,160.0,214
Delhi,"IIT Delhi, Delhi - IITM",2026-01,PM2.5,134.0,169
Delhi,"IIT Delhi, Delhi - IITM",2026-02,PM2.5,79.0,105
Delhi,"IIT Delhi, Delhi - IITM",2026-03,PM2.5,59.0,76
Delhi,"IIT Delhi, Delhi - IITM",2026-04,PM2.5,53.0,68
Delhi,"ITO, Delhi - CPCB",2015-01,PM2.5,190.0,196
Delhi,"ITO, Delhi - CPCB",2015-02,PM2.5,154.0,173
Delhi,"ITO, Delhi - CPCB",2015-03,PM2.5,,78
Delhi,"ITO, Delhi - CPCB",2015-04,PM2.5,,94
Delhi,"ITO, Delhi - CPCB",2015-05,PM2.5,,97
Delhi,"ITO, Delhi - CPCB",2015-06,PM2.5,,93
Delhi,"ITO, Delhi - CPCB",2015-07,PM2.5,,66
Delhi,"ITO, Delhi - CPCB",2015-08,PM2.5,,59
Delhi,"ITO, Delhi - CPCB",2015-09,PM2.5,,79
Delhi,"ITO, Delhi - CPCB",2015-10,PM2.5,,125
Delhi,"ITO, Delhi - CPCB",2015-11,PM2.5,,210
Delhi,"ITO, Delhi - CPCB",2015-12,PM2.5,,202
Delhi,"ITO, Delhi - CPCB",2016-01,PM2.5,,240
Delhi,"ITO, Delhi - CPCB",2016-02,PM2.5,,155
Delhi,"ITO, Delhi - CPCB",2016-03,PM2.5,,108
Delhi,"ITO, Delhi - CPCB",2016-04,PM2.5,,116
Delhi,"ITO, Delhi - CPCB",2016-05,PM2.5,,94
Delhi,"ITO, Delhi - CPCB",2016-06,PM2.5,,93
Delhi,"ITO, Delhi - CPCB",2016-07,PM2.5,,64
Delhi,"ITO, Delhi - CPCB",2016-08,PM2.5,,48
Delhi,"ITO, Delhi - CPCB",2016-09,PM2.5,,70
Delhi,"ITO, Delhi - CPCB",2016-10,PM2.5,,147
Delhi,"ITO, Delhi - CPCB",2016-11,PM2.5,202.0,304
Delhi,"ITO, Delhi - CPCB",2016-12,PM2.5,257.0,187
Delhi,"ITO, Delhi - CPCB",2017-01,PM2.5,176.0,175
Delhi,"ITO, Delhi - CPCB",2017-02,PM2.5,141.0,130
Delhi,"ITO, Delhi - CPCB",2017-03,PM2.5,87.0,101
Delhi,"ITO, Delhi - CPCB",2017-04,PM2.5,79.0,98
Delhi,"ITO, Delhi - CPCB",2017-05,PM2.5,131.0,99
Delhi,"ITO, Delhi - CPCB",2017-06,PM2.5,116.0,63
Delhi,"ITO, Delhi - CPCB",2017-07,PM2.5,64.0,40
Delhi,"ITO, Delhi - CPCB",2017-08,PM2.5,65.0,37
Delhi,"ITO, Delhi - CPCB",2017-09,PM2.5,69.0,57
Delhi,"ITO, Delhi - CPCB",2017-10,PM2.5,87.0,121
Delhi,"ITO, Delhi - CPCB",2017-11,PM2.5,246.0,250
Delhi,"ITO, Delhi - CPCB",2017-12,PM2.5,191.0,194
Delhi,"ITO, Delhi - CPCB",2018-01,PM2.5,206.0,191
Delhi,"ITO, Delhi - CPCB",2018-02,PM2.5,118.0,135
Delhi,"ITO, Delhi - CPCB",2018-03,PM2.5,89.0,98
Delhi,"ITO, Delhi - CPCB",2018-04,PM2.5,84.0,91
Delhi,"ITO, Delhi - CPCB",2018-05,PM2.5,85.0,87
Delhi,"ITO, Delhi - CPCB",2018-06,PM2.5,171.0,81
Delhi,"ITO, Delhi - CPCB",2018-07,PM2.5,55.0,42
Delhi,"ITO, Delhi - CPCB",2018-08,PM2.5,51.0,41
Delhi,"ITO, Delhi - CPCB",2018-09,PM2.5,48.0,46
Delhi,"ITO, Delhi - CPCB",2018-10,PM2.5,137.0,135
Delhi,"ITO, Delhi - CPCB",2018-11,PM2.5,200.0,200
Delhi,"ITO, Delhi - CPCB",2018-12,PM2.5,229.0,230
Delhi,"ITO, Delhi - CPCB",2019-01,PM2.5,201.0,204
Delhi,"ITO, Delhi - CPCB",2019-02,PM2.5,128.0,122
Delhi,"ITO, Delhi - CPCB",2019-03,PM2.5,87.0,84
Delhi,"ITO, Delhi - CPCB",2019-04,PM2.5,89.0,82
Delhi,"ITO, Delhi - CPCB",2019-05,PM2.5,86.0,89
Delhi,"ITO, Delhi - CPCB",2019-06,PM2.5,66.0,63
Delhi,"ITO, Delhi - CPCB",2019-07,PM2.5,47.0,47
Delhi,"ITO, Delhi - CPCB",2019-08,PM2.5,39.0,35
Delhi,"ITO, Delhi - CPCB",2019-09,PM2.5,44.0,40
Delhi,"ITO, Delhi - CPCB",2019-10,PM2.5,122.0,123
Delhi,"ITO, Delhi - CPCB",2019-11,PM2.5,208.0,204
Delhi,"ITO, Delhi - CPCB",2019-12,PM2.5,197.0,205
Delhi,"ITO, Delhi - CPCB",2020-01,PM2.5,157.0,157
Delhi,"ITO, Delhi - CPCB",2020-02,PM2.5,128.0,121
Delhi,"ITO, Delhi - CPCB",2020-03,PM2.5,73.0,58
Delhi,"ITO, Delhi - CPCB",2020-04,PM2.5,87.0,47
Delhi,"ITO, Delhi - CPCB",2020-05,PM2.5,71.0,55
Delhi,"ITO, Delhi - CPCB",2020-06,PM2.5,72.0,47
Delhi,"ITO, Delhi - CPCB",2020-07,PM2.5,53.0,34
Delhi,"ITO, Delhi - CPCB",2020-08,PM2.5,36.0,25
Delhi,"ITO, Delhi - CPCB",2020-09,PM2.5,47.0,48
Delhi,"ITO, Delhi - CPCB",2020-10,PM2.5,138.0,132
Delhi,"ITO, Delhi - CPCB",2020-11,PM2.5,276.0,213
Delhi,"ITO, Delhi - CPCB",2020-12,PM2.5,181.0,194
Delhi,"ITO, Delhi - CPCB",2021-01,PM2.5,232.0,197
Delhi,"ITO, Delhi - CPCB",2021-02,PM2.5,173.0,151
Delhi,"ITO, Delhi - CPCB",2021-03,PM2.5,116.0,94
Delhi,"ITO, Delhi - CPCB",2021-04,PM2.5,96.0,84
Delhi,"ITO, Delhi - CPCB",2021-05,PM2.5,52.0,54
Delhi,"ITO, Delhi - CPCB",2021-06,PM2.5,88.0,52
Delhi,"ITO, Delhi - CPCB",2021-07,PM2.5,72.0,39
Delhi,"ITO, Delhi - CPCB",2021-08,PM2.5,61.0,40
Delhi,"ITO, Delhi - CPCB",2021-09,PM2.5,41.0,32
Delhi,"ITO, Delhi - CPCB",2021-10,PM2.5,71.0,75
Delhi,"ITO, Delhi - CPCB",2021-11,PM2.5,249.0,239
Delhi,"ITO, Delhi - CPCB",2021-12,PM2.5,192.0,201
Delhi,"ITO, Delhi - CPCB",2022-01,PM2.5,180.0,153
Delhi,"ITO, Delhi - CPCB",2022-02,PM2.5,119.0,108
Delhi,"ITO, Delhi - CPCB",2022-03,PM2.5,118.0,99
Delhi,"ITO, Delhi - CPCB",2022-04,PM2.5,91.0,109
Delhi,"ITO, Delhi - CPCB",2022-05,PM2.5,93.0,79
Delhi,"ITO, Delhi - CPCB",2022-06,PM2.5,65.0,62
Delhi,"ITO, Delhi - CPCB",2022-07,PM2.5,42.0,36
Delhi,"ITO, Delhi - CPCB",2022-08,PM2.5,38.0,33
Delhi,"ITO, Delhi - CPCB",2022-09,PM2.5,50.0,40
Delhi,"ITO, Delhi - CPCB",2022-10,PM2.5,117.0,107
Delhi,"ITO, Delhi - CPCB",2022-11,PM2.5,167.0,181
Delhi,"ITO, Delhi - CPCB",2022-12,PM2.5,167.0,175
Delhi,"ITO, Delhi - CPCB",2023-01,PM2.5,228.0,176
Delhi,"ITO, Delhi - CPCB",2023-02,PM2.5,153.0,114
Delhi,"ITO, Delhi - CPCB",2023-03,PM2.5,74.0,76
Delhi,"ITO, Delhi - CPCB",2023-04,PM2.5,52.0,68
Delhi,"ITO, Delhi - CPCB",2023-05,PM2.5,76.0,66
Delhi,"ITO, Delhi - CPCB",2023-06,PM2.5,45.0,46
Delhi,"ITO, Delhi - CPCB",2023-07,PM2.5,39.0,35
Delhi,"ITO, Delhi - CPCB",2023-08,PM2.5,36.0,39
Delhi,"ITO, Delhi - CPCB",2023-09,PM2.5,42.0,42
Delhi,"ITO, Delhi - CPCB",2023-10,PM2.5,96.0,103
Delhi,"ITO, Delhi - CPCB",2023-11,PM2.5,241.0,240
Delhi,"ITO, Delhi - CPCB",2023-12,PM2.5,225.0,202
Delhi,"ITO, Delhi - CPCB",2024-01,PM2.5,188.0,208
Delhi,"ITO, Delhi - CPCB",2024-02,PM2.5,102.0,103
Delhi,"ITO, Delhi - CPCB",2024-03,PM2.5,80.0,78
Delhi,"ITO, Delhi - CPCB",2024-04,PM2.5,59.0,71
Delhi,"ITO, Delhi - CPCB",2024-05,PM2.5,96.0,92
Delhi,"ITO, Delhi - CPCB",2024-06,PM2.5,62.0,62
Delhi,"ITO, Delhi - CPCB",2024-07,PM2.5,43.0,40
Delhi,"ITO, Delhi - CPCB",2024-08,PM2.5,28.0,28
Delhi,"ITO, Delhi - CPCB",2024-09,PM2.5,36.0,42
Delhi,"ITO, Delhi - CPCB",2024-10,PM2.5,110.0,113
Delhi,"ITO, Delhi - CPCB",2024-11,PM2.5,216.0,245
Delhi,"ITO, Delhi - CPCB",2024-12,PM2.5,171.0,171
Delhi,"ITO, Delhi - CPCB",2025-01,PM2.5,153.0,163
Delhi,"ITO, Delhi - CPCB",2025-02,PM2.5,104.0,98
Delhi,"ITO, Delhi - CPCB",2025-03,PM2.5,69.0,70
Delhi,"ITO, Delhi - CPCB",2025-04,PM2.5,76.0,77
Delhi,"ITO, Delhi - CPCB",2025-05,PM2.5,64.0,67
Delhi,"ITO, Delhi - CPCB",2025-06,PM2.5,51.0,48
Delhi,"ITO, Delhi - CPCB",2025-07,PM2.5,37.0,30
Delhi,"ITO, Delhi - CPCB",2025-08,PM2.5,35.0,33
Delhi,"ITO, Delhi - CPCB",2025-09,PM2.5,34.0,36
Delhi,"ITO, Delhi - CPCB",2025-10,PM2.5,113.0,108
Delhi,"ITO, Delhi - CPCB",2025-11,PM2.5,234.0,217
Delhi,"ITO, Delhi - CPCB",2025-12,PM2.5,230.0,214
Delhi,"ITO, Delhi - CPCB",2026-01,PM2.5,170.0,169
Delhi,"ITO, Delhi - CPCB",2026-02,PM2.5,106.0,105
Delhi,"ITO, Delhi - CPCB",2026-03,PM2.5,83.0,76
Delhi,"ITO, Delhi - CPCB",2026-04,PM2.5,62.0,68
Delhi,"JNU, Delhi - DPCC",2015-01,PM2.5,,196
Delhi,"JNU, Delhi - DPCC",2015-02,PM2.5,,173
Delhi,"JNU, Delhi - DPCC",2015-03,PM2.5,,78
Delhi,"JNU, Delhi - DPCC",2015-04,PM2.5,,94
